趙雲一聽講，顧唔住嗰個傷兵嘞，拂噉一鞭隻馬，向住▁南▁便飛跑追過去。	naam4	N
我請咗佢嚟喇，而家喺外便，請▁佢▁入嚟同你睇下呢好唔好啊？	keoi5	N
嘿！人人都服晒啊都話：丞▁相▁嘅計謀真係鬼神莫測啊！	soeng3	N
如果等到事情敗露晒，嗰陣就唔▁放▁過你哋喇！	fong3	V
嚴顏回頭一睇，嘩嗨！只見為首一▁員▁大將啊豹頭環眼，闊下巴老虎鬚，使一支丈八蛇矛騎一匹烏騅戰馬。	jyun4	N
周身上下好似火炭噉▁嘅▁紅色，半條雜色毛都冇嘅。	ge3	I
你去搵袁術，問佢借兵去江東，話就話去救你舅父吳景，實質上呢，▁去▁另謀發展，噉就唔使長期困喺他人之下啦嘛。	heoi3	D
當日，天色晴朗，江面上▁啊▁一啲風浪都冇。	aa3	T
關雲長▁於▁是心甘情願跪低接受官印。	jyu1	C
呢啲呢就▁唔▁講佢咁多喇。	m4	D
呢啲，都係皆因我細佬為食之故啫，一時▁中▁咗你嘅毒，所以，誤咗大事咋嘛。	zung3	N
董卓一出一入啊，所用嘅儀仗▁隊▁呢，直情同皇帝一樣噉嘅規格。	deoi2	V
同時呢就報告畀孫權知，話自己嘅病已經好▁嘞▁，馬上就要發動對曹軍嘅總攻擊，請佢派兵嚟接應。	laa3	T
曹軍因為長途行軍嚟到啊，太▁過▁疲乏頂唔順，於是就大敗而走。	gwo3	D
呂蒙諗極都冇計嘞，於是就實行詐▁病▁嘞喎，就使人去報告孫權。	beng6	V
楊奉、董承救駕去咗弘農喎，如果佢哋去到山東，企穩咗腳跟，必▁定▁會通告全國，命令各路諸侯一齊嚟討伐我哋嘅。	ding6	D
呂布向朝廷保舉韓暹做沂都牧、楊奉做琅琊牧，就考慮留▁佢▁哋兩個人喺徐州幫自己守。	keoi5	N
如果違反▁命▁令嘅，斬！	ming6	N
劉備咁猖狂真係心腹▁大▁患。	daai6	N
孫乾話：將軍你唔好入城住，啊，就喺呢▁處▁附近搵地方住落先，等我入去見到皇叔再算啦。	syu3	N
佢啱啱轉過咗山口，見到喺一座大樹林嘅前▁便▁啊，有幾十人簇擁住一架車。	bin6	D
甘夫人話喇：如果只係一▁兩▁個人跟埋嚟，噉就唔礙事嘅。	loeng5	N
噉嗰啲走甩咗嘅敗兵呢，就趯返去樊城報告畀曹▁仁▁知，話：呂曠、呂翔就被殺，大部分嘅軍士被俘嘞噉。	jan4	N
孔明回答話嘞：曹操乃係漢▁朝▁嘅賊臣，又何必問呢？	ciu4	N
噉嗰班將領▁啊▁就安慰勸解佢啦。	aa3	T
噉就請玄德公你暫時喺小沛駐紮，嚟保護徐州呢，▁噉▁好唔好呢？	gam2	V
然後，派人去見關雲長，態度▁要▁謙虛，一味咁讚頌佢，使佢個心驕傲起嚟。	jiu3	D
曹操話：甘寧因為受咗周瑜嘅侮辱，▁表▁示願意做我嘅內應。	biu2	V
跑呀跑呀，嘿，真係鐵▁打▁嘅都頂唔順啦。	daa2	N
唱咩嘢呢？▁蒼▁天如圓蓋。	cong1	N
馬超，你乃係漢朝名將嘅子▁孫▁，點解要背叛朝廷啊！	syun1	N
於是就帶住百▁姓▁離開襄陽，向住江陵出發。	sing3	N
關將軍，如果▁噉▁呀，荊州就危險喇。	gam2	V
當日，痛飲一場就▁盡▁歡而散嘞。	zeon6	V
丞相確實係冇喺▁呢▁處嚟。	ni1	N
今日講下單福啊佢行上▁去▁高頂，仔細噉觀察咗一番曹仁所佈嘅陣勢。	heoi3	V
啲人就去報畀車胄▁知▁，車胄急急又請陳登嚟商量。	zi1	V
好，好！呢條▁計▁策好極嘞！	gai3	N
程普保護住孫策，急急搵路走，正▁好▁啊遇見呂公。	hou2	D
請主公你將劉璋送▁去▁荊州啦。	heoi3	V
袁術就問佢攞啲▁柑▁做咩嘢啊噉。	gam1	N
有賞有罰，賞罰分明，▁大▁家就知道恩德。	daai6	N
咦？吖見到左便一帶嘅樹林▁非▁常之茂盛，呂布怕有伏兵，於是就走返轉頭。	fei1	D
樂進、李典、張燕三位將軍去攻打▁並▁州，高幹死守住壺關口攻佢唔落啊。	bing6	N
於是孔明就叫趙雲行埋嚟，伏喺▁佢▁耳仔邊細細聲噉話：	keoi5	N
劉備手下啲將官個個都嬲啊，都▁話▁要去殺咗佢哋。	waa6	N
氣勢昂昂，目▁空▁一切啊！	hung1	V
到咗第日，孫權統率三軍出▁發▁去進攻合肥嘞。	faat3	V
爬開晒，就等嗰啲火船乘住風勢向前▁面▁衝過去。	min6	N
呂布打開封信一睇，原來封▁信▁嘅大意係噉講嘅：	seon3	N
呢咁啱㗎吓，三兄弟都得埋同一種病，咩▁病▁啊？跛腳病，醫極都醫唔好。	beng6	N
而家，皇叔已經去咗汝南同劉▁辟▁會合㗎喇。	pik1	N
孟獲好歡喜，即刻率領同族嘅黨羽，同埋召集▁到▁啲番人啊，就由蠻兵帶路喇喇聲趕去盤蛇谷。	dou3	P
呂布聽佢講，即刻就披褂上馬，帶五百馬軍行▁先▁，叫陳宮帶領大軍跟住嚟，高順呢亦都隨後進發。	sin1	V
劉備啊請佢上去城樓坐，劉備▁話▁嘞：啊，已經起咗東南風好耐下嘞。	waa6	N
你啊，對待子布同公謹啊，應該好似，對待師▁父▁一樣，千祈唔好怠慢啊吓。	fu2	N
苗澤就漏夜去曹▁操▁嗰處告密。	cou1	N
啟稟袁公，我都我都仲未曾同父親報仇，而家我舅父吳景又受到揚州▁刺▁史劉繇所逼。我母親同家眷都喺曲阿嚟，一定會受害嘅。	ci3	N
其實呀，佢▁比▁劉備後生成二十歲。	bei2	P
陸遜話：我一向知道孫▁將▁軍深得軍心，必定能夠堅守。	zoeng1	N
噉佢老豆▁唔▁係㨘佢囉。	m4	D
張飛一字退後仲一字嗌喎：大哥，▁風▁越嚟越猛，雪越落越大呀！	fung1	N
講完，趙雲帶住幾名馬軍，跟住▁條▁舊路跑返轉頭。	tiu4	N
為國為父，▁萬▁死不辭！	maan6	V
嗰啲將官話：將軍放心，四冢營寨，佈置咗十重鹿▁角▁咁多障礙物，就算係雀仔都飛唔入啊，使乜憂啲魏兵！	gok3	N
噉呢一套規矩啊，都係要▁嚟▁表示對皇帝恭敬嘅禮法。	lai4	I
行行下，有兩個▁大▁臣搵到嚟，喊住喺架車前面叩頭。	daai6	N
話裏便有神出鬼沒▁嘅▁計謀，可以保主公返荊州嘅噉。	ge3	N
噉曹操個心啊越▁發▁喜歡龐德啦。	faat3	D
我呢一排屢屢打敗，都係唔▁好▁輕易出擊嘞。	hou2	D
之如果你投降咗曹操，結▁果▁會點樣呢？	gwo2	D
講完，劉備忍▁唔▁住流起眼淚嚟。	m4	V
孫權話：不過▁噉▁，我亦想攞返荊州好耐嘞。	gam2	V
弊喇，弊喇！楊昂、楊任兵分兩路殺過▁嚟▁喇嘿嚇到曹操面都青。	lai4	I
跟住有人走嚟稟告話：李儒屋企▁嘅▁奴僕啊已經綁住李儒拉到嚟喇噉。	ge3	V
而▁家▁講下劉備。	gaa1	N
韓遂派人去到曹操嘅營寨前便，高▁聲▁大叫：韓將軍請丞相答話！	sing1	D
喎嗬殺啊！噉啊一▁齊▁衝出去，直筆衝到去曹軍嘅營寨。	cai4	D
啟稟丞相，小將雖然係幽、▁燕▁之人，亦能夠駛船啊。	jin3	N
劉備佢入咗城，返▁到▁去衙門就鬧張飛啦：	dou3	V
唔係我唔想盡忠報國，但係天▁命▁已經絕喇。	ming6	N
我哋乃係同宗兄弟，朋友之間尚且係吉凶▁相▁救，患難相扶，何況兄弟呢？	soeng1	D
佢見到劉備，喊住跪喺地嚟▁將▁打敗嘅經過一五一十噉報告。	zoeng1	D
周泰話：我即管用句說話試下佢唧，我早就知道▁佢▁乜計都冇㗎喇，唉！噉點能夠打得敗蜀兵㗎！	keoi5	I
我哋可以暗中派人去洛陽、鄴郡▁呢▁啲地方，散播謠言，話司馬懿想作反。	ni1	T
點知隻馬就畀啲蠻兵用絆馬索𠽤▁跌▁，噉馬忠呢，又畀蠻兵捉埋喇。	dit3	V
講完，𠻘聲掹出▁把▁佩劍，就想割埋條頸處自刎嘞噃。	baa2	P
張郃一馬當先，衝啊▁噉▁大叫一聲，山頭上面又擂鼓助威直殺入中軍。	gam2	D
楊松歡喜嘞，即刻就帶黃權去▁見▁張魯，噉又係講先頭嗰啲啦。	gin3	V
一味喊，喊▁到▁眼都出血。	dou3	V
趙雲跟住一手拉住馬▁籠▁頭，將嗰匹馬就牽返回陣。	lung4	N
所以有個睇風水佬行▁過▁見到樖樹呢就話嘞：	gwo3	D
哦，我就係喊就得▁㗎▁嘞？	gaa3	I
噉嗰個蜀將魏延又壞到極▁啊▁，入咗城之後呀，又放火，又打劫。	aa1	T
啲曹兵跟住後尾窮追不捨，撞正馬超帶▁領▁住人馬嚟接應，就殺敗咗曹兵，又再救出大半軍馬。	ling5	V
而家關雲長果然撤咗荊州嘅兵馬，▁調▁去攻打樊城。	diu6	V
哼哼，你死你事劉璋唔理咁多，仍然率領住▁三▁萬人馬行去涪城。	saam1	N
嗰日咿誒咿誒噉啊解糧嚟▁到▁，畀馬岱一前一後截住，搶咗佢百幾部糧車。	dou3	V
佢見郭汜帶兵追到▁嚟▁郿塢，就帶兵出去迎戰啦。	lai4	I
曹操聽咗好嬲，當▁日▁就開始進兵殺奔樊城。	jat6	N
噉嗰班酋長蠻將接受咗▁命▁令，分頭去準備。	ming6	N
佢話：我平時欺負周郎懦弱，認為佢唔做得主帥，而家▁噉▁樣睇起上嚟，佢真係有大將之才啊！	gam2	V
正喺度亂晒龍嘅時候，有報告嚟話▁嘞▁蜀郡太守許靖呀，已經擒墻出去投降喇噉。	laa3	T
嚟得啱啊，等我略施小計，叫曹▁操▁殺返自己嘅水軍至得。	cou1	N
張飛好高興▁啊▁，就擺酒嚟款待嚴顏。	aa3	T
我啊用把尖刀嚟割開傷口嘅皮肉，一直割到骨，▁將▁骨上便嘅箭毒啊完全刮走佢。	zoeng1	P
孔明又對劉備話喇：等陣魯肅嚟到，如果佢問▁及▁曹操嘅動靜，主公你一味推唔知就得嘞。	kap6	V
噉送咗個使者走之後▁啊▁，糜竺就話：	aa3	T
紀靈話：主公唔好咁輕率▁啊▁。呂布佢勇猛過人，更兼有徐州做基地。	aa3	T
丞相你連禰衡都容得落，點▁解▁唔要張松呢？	gaai2	N
范疆、張達探▁聽▁到消息，啱晒喇！	ting3	V
唔使驚嘅，何止話唔驚啊，劉備佢哋▁呀▁都仲唔知幾高興添噃，因為有立功嘅機會啦嘛。	aa3	I
夏侯楙就問佢：我喺處啊，你▁背▁主投敵，仲有咩嘢說話好講啊！	bui3	N
呂布問佢哋▁嚟▁乜嘢事啦。	lai4	I
如果我有噉▁嘅▁念頭，皇天不佑啊！	ge3	I
哈哈，毫▁無▁動靜唔靈。	mou4	V
到咗夜晚二更時分，就帶住一隊精兵喺東南▁角▁嗰便過咗護城河，斬開鹿角等等嘅障礙物。	gok3	N
哎呀關平話：如果第一兵營▁失▁守，其他各營就有危險喇。	sat1	V
張飛佢喺當陽長坂坡，大▁喝▁一聲就嚇走咗曹操百萬大軍喇。	hot3	V
張溫▁冇▁聲出。	mou5	D
程普啊保住孫權返到▁大▁本營，噉嗰啲敗兵呢，亦都陸陸續續回營嘞。	daai6	N
有個人行出▁嚟▁話喇：	lai4	N
哈哈哈哈▁哈▁哈，我就冇晒顧慮咯。	haa1	D
呢個時候，韓遂畀曹兵圍住喺戰場中心，龐德啊就噉▁步▁行衝入去救返佢。	bou6	D
噉啊張魯個▁大▁本營就喺呢處嚟。	daai6	N
紀靈落咗馬入到嚟營寨，呂布▁企▁喺中軍大帳門口迎接佢。	kei5	N
孔融、田楷兩路軍馬嚟到嘞，不過噉，佢哋都係怕曹操▁嘅▁軍隊厲害，所以離開徐州遠遠就靠住山邊紮落營寨，唔敢貿貿然嚟打。	ge3	I
一劍斬過去，誒！曹操呀應手而倒▁啊▁！歡喜過頭時之間一下扎醒，哈嗨！	aa3	T
曹操聽佢嘅，就留夏侯淵守衛漢▁中▁定軍山隘口，留張郃守衛蒙頭岩隘口等等。	zung1	N
有一日，佢哋正喺度一齊飲酒，忽然得到報告話有兩個投降▁過▁嚟嘅軍官，一個叫做張武，一個叫做陳孫，佢哋喺江夏擄掠人民，造反呀噉。	gwo3	D
許褚發火嘞：哼！我哋出生入死，▁身▁冒血戰，奪取到城池，你誇乜嘢口咁大膽啊！	san1	N
曹操話：關將軍▁認▁唔認得呢一匹馬？	jing6	V
孫堅話：你▁噉▁講完全合我心水。	gam2	V
哨馬就飛跑過嚟報告話：弊喇弊喇，前▁便▁就關興截住去路，背後張苞殺嚟啊！	bin6	D
孫權都唔知幾高興，就實同意啦，即▁刻▁就派諸葛瑾做使者，去說服劉備罷兵。	hak1	D
跟手，董承又攞條玉▁帶▁嚟睇。	daai3	N
當時曹操正喺大營▁裏▁便，同埋一班將領討論緊事情。	leoi5	N
呂蒙帶住三千人馬嚟接應甘寧，佢遠遠望▁見▁烏林嗰便火光，知道甘寧已經得手喇，立即沿路放火趕去接應。	gin3	V
誒，我確實唔▁知▁喎。	zi1	V
順便，去說服劉備，要佢好好噉將劉表▁嘅▁軍隊整頓一下，同我哋聯合起嚟，一齊嚟對付曹操。	ge3	N
曹操接納咗陳群嘅計策，即時點起三十萬大軍，直下江南，又命▁令▁駐扎喺合肥嘅張遼啊，準備糧草嚟供應。	ling6	V
好，等我今晚去拜祭▁下▁佢哋啦。	haa6	N
丁奉、徐盛立即▁分▁開水陸兩路追住去。	fan1	V
咦呀！崔諒急急▁撥▁轉馬頭趯咯。	but6	V
只見孔明頭戴綸巾，身穿道袍，手搖▁鵝▁毛扇坐正喺架車處。	ngo4	N
喺船上，周瑜諗起又笑諗起又笑，以為孔明呢次▁中▁計喇，個心情呀一直都極為之歡暢嘅。	zung3	V
去到喇，▁嘩▁嗨！只見火光亂閃，臭氣沖天。	waa1	I
去到喇，原▁來▁係一間用石頭起嘅廟。	loi4	D
第日，曹操▁親▁自帶兵做前隊。	can1	D
曹將軍乃係當代英雄，佢對人才▁嘅▁愛慕同敬重天下皆知嘅。	ge3	D
孫乾得咗孔明嘅說話喇，就高高▁興▁興，跟埋呂范一齊去江南見孫權。	hing3	V
孔融噉就▁啞▁晒啦。	aa2	V
曹氏呢好早就死咗喇，▁冇▁生落兒女。	mou5	D
嗰班大臣就▁好▁憂心。	hou2	D
佢拍住周瑜個背脊話：公瑾你嘅說話，▁使▁我嘅心定晒啊，解除咗我顧慮啊。	si2	V
我今日見到佢，確實係個▁仁▁義之人嚟㗎。	jan4	N
乜都唔使，只要一個小童跟住我，再▁搵▁兩個人棹船就得喇。	wan2	D
如果皇叔率領荊襄大軍長驅西指，噉就▁霸▁業可成，漢室可興咯。	baa3	N
一直等到日頭升到好高喇，大霧就快散▁嘞▁，孔明先至命令快啲駛船返扯。	laa3	T
佢哋竭力主張投降，無非都係為自己一家▁大▁細打算，希望主公唔好聽佢哋講啊。	daai6	N
張飛下令唔準傷▁害▁百姓，同時呢就出榜安民。	hoi6	V
董卓立即派出鐵甲馬軍五千，捉晒洛陽全▁城▁嘅富戶，總共幾千家咁多。	sing4	N
佢自己就勒馬按刀，回▁過▁頭嚟等住追兵。	gwo3	D
到其時，大人你就用暗箭射佢，如果射低咗佢，▁捉▁咗佢去許都呀，梗有重賞啊！	zuk1	V
公孫康跟住派人用個木盒，裝住兩個▁人▁頭送去易州見曹操。	jan4	N
草堂裏便，端端正正▁有▁位青年坐喺度。	jau5	V
當曹操攻破冀州嘅時候呢，曹丕▁正▁係跟隨父親喺軍隊嚟。	zing3	N
噉啊築起咗個壇，好大喇，方圓九里，分佈五方，擺設好旌旗儀仗，▁噉▁啊所有嘅官員都依住次序排列好。	gam2	V
佢出返城嚟見孔明話：誒，下官已經講掂咗楊陵，佢▁決▁定獻城門，放大軍入城嚟捉夏侯楙啊。	kyut3	V
呢個人，容貌軒昂，丰姿俊爽，頭戴逍遙巾，▁身▁穿黑布袍，揸住條手杖。	san1	V
嗯，軍師你嘅上計太急，下▁計▁啊太慢，中計唔快唔慢。	gai3	N
馬超就越發疑心啦，喇喇▁聲▁走嚟問韓遂攞封信睇。	sing1	N
劉璋非常高興，立即置辦好金珠寶貝作為進貢嘅禮物，同時▁任▁命張松做使者送去許都。	jam6	V
都督唔好見怪啊！我奉軍師將令，已經奪取咗▁呢▁座城喇！我就係常山趙子龍啊！	ni1	D
南門同北門呢就▁唔▁去打喇。	m4	D
曹操就好憐惜佢，就將個女清河公主啊，嫁咗▁畀▁佢，招佢做駙馬，因此滿朝文武都好欽敬佢。	bei2	I
跑跑下，左便黃忠右便魏延兩支軍隊▁殺▁出嚟，殺到東吳嘅人馬大敗呀。	saat3	V
公孫康話嘞：噉噃，我又怕曹▁操▁帶兵嚟打遼東噃。	cou1	N
噉龐德公係▁龐▁統嘅邊個啊？	pong4	N
孔明同博陵崔州平、潁川石廣元、汝南孟公威，同埋徐元直，呢▁四▁個人係最好嘅朋友。	sei3	N
點知道一嚟到寨門，人▁影▁都冇個，只係見到虛插旗幟。	jing2	N
子龍，你點解▁要▁攔阻我呢？	jiu3	D
話說孟獲啊見到諸葛亮撤兵，就親自▁率▁領前鋒部隊，一直追到去洱河邊。	seot1	V
龐統話喇：主公對我嘅深恩厚德，我真係▁死▁一萬次都報答唔完啊！	sei2	V
喺呢個時候，中軍帳後▁便▁就含含聲起火。	bin6	D
魏延你個無名小卒，竟然作反咁斗膽！▁識▁唔識得我大將文聘啊！	sik1	V
好嘞，而▁家▁講下曹操。	gaa1	N
龐統就諗嘞：哼哼，孔明實係怕我攞咗西川，一個人建▁立▁咗大功，所以故意寫封噉嘅信嚟阻頭阻勢唧。	laap6	V
呢封詔書嘅大意呢就係話，▁近▁日曹操奸賊，欺君壓主，連群結黨就敗壞朝綱。	gan6	N
霧色蒼茫，曠野啲風一陣陣噉吹嚟，除咗▁風▁吹草動啲沙沙聲，乜嘢聲都冇嘞。	fung1	N
嗰兩個嘢結果▁飲▁到大醉如泥。	jam2	V
黃蓋好激憤噉啪一聲企起▁身▁，用隻手拍住個頭話：我嘅頭可斷，誓不降曹！	san1	V
張翼正話迎接咗趙雲入寨，咦？望見後▁便▁煙塵滾滾，知道係曹兵追住嚟喇，就同趙雲話：	bin6	D
